Episode Index,Episode Id,Episode Length (ms),Episode Minutes,Episode Seconds,Episode Date,Episode Name,Episode Description,Track ID,Song,Performer,Track Popularity,Track Release Date,Explicit,Danceability,Energy,Key,Loudness,Mode,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Track Duration (ms),Track Minutes,Track Seconds,Time Signature
176,1uHRf1bxtluBeV3QwGnxIu,700017,11,40,2/9/2016,The New Pornographers - Brill Bruisers,"The New Pornographers are kind of a supergroup, with seven members in the band, including Neko Case and Dan Bejar, who are both acclaimed songwriters with their own successful solo careers. But the band is led by Carl Newman, and in this episode, he breaks down the title song from their sixth album Brill Bruisers. Plus you'll hear some thoughts from bassist and co-producer John Collins. My interview with Carl Newman was recorded live at the Greene Space at WNYC.",0g6azQIxHsHFBoDD7BI3jz,brill bruisers,the new pornographers,0,8/25/2014,0,0.418,0.92,2,-4.663,1,0.041,0,0.251,0.725,160.133,176067,2,56,4
177,4lRrevWzlwgUhDxUn714z7,944131,15,44,1/28/2016,Kelela - Rewind,"Kelela is a singer and songwriter based in Los Angeles. In 2015, she released Hallucinogen, and landed on critics' lists in The New York Times, The Washington Post, Pitchfork, and more. In this episode, Kelela takes apart her song Rewind. To make the track, she worked with five different producers, picking and choosing each for what they could best contribute to her overall vision for the song. This interview was recorded live in San Francisco, at Fusion's Real Future Fair.  This episode is sponsored by Parachute (use code SONGEXPLODER for $25 off).",4DwrxoAGUUvIdTXMiTA6Me,rewind,kelela,0,9/3/2015,0,0.746,0.419,11,-6.6,1,0.0436,8.7e-05,0.12,0.217,132.045,238146,3,58,4
178,6eVeT9zaX8Viw9pLjJzsYm,970672,16,10,1/19/2016,MGMT - Time to Pretend,"MGMT was formed by Ben Goldwasser and Andrew VanWyngarden in 2001. The song Time to Pretend was one they wrote early in their career. It first came out on their debut: the Time to Pretend EP in 2005. And three years after that, they put out a new version of the song, on their first full-length album, Oracular Spectactular, which was named album of the year by NME and was one of Rolling Stone's top 20 albums of the decade. It went on to sell over a million copies worldwide. In this episode, Ben and Andrew trace how the song Time to Pretend was made, from its dorm room origins, to its first recording, to re-envisioning it with Grammy-winning producer Dave Fridmann. They also uncover the hidden sounds and easter eggs within the recording.",4iG2gAwKXsOcijVaVXzRPW,time to pretend,mgmt,73,12/14/2007,1,0.438,0.94,2,-3.249,1,8.74e-05,0.0777,0.3,0.421,100.99,261000,4,21,3
179,21fx8v4frpjHzGXLbDE5b5,1075344,17,55,1/7/2016,Courtney Barnett - Depreston,"Courtney Barnett released her debut album in March 2015. By the end of the year, she had been nominated for a Grammy for Best New Artist, Spin named her the Songwriter of the Year, and she won four ARIA Music Awards in her native Australia. In this episode, Courtney Barnett breaks down the song ""Depreston,"" which began with a visit to an open house, on a househunting trip she took in the town of Preston.",4bEoMybiLPYgavb9CsvxF9,depreston,courtney barnett,0,3/23/2015,0,0.692,0.467,0,-11.577,1,0.0246,1.43e-05,0.059,0.422,126.407,292853,4,52,4
180,7aRb4cvg6RnEbwcFnG7v7v,1174296,19,34,12/17/2015,Björk - Stonemilker,"In January 2015, Björk released Vulnicura. She described it as ""a complete heartbreak album."" And in November, she released Vulnicura Strings, a companion album that stripped away the electronics. In this episode, Björk breaks down the making of both the original version of the song ""Stonemilker,"" as well as the strings version. She traces her writing and recording process for the track, her collaboration with the electronic producer Arca, and why she wanted to make a second version.  This episode is sponsored by Hover, Lagunitas Brewing Company, and Turntable Lab.",1Q9PT8sgU7q9IH7kb5dSwv,stonemilker,björk,37,1/20/2015,0,0.115,0.253,2,-13.573,1,0.132,0.00552,0.1,0.047,61.251,409329,6,49,4
181,1q5p0c5tozuWk2HRNeUgoz,684970,11,24,12/11/2015,Dustin O'Halloran - Transparent (Main Title Theme),"Transparent is an Amazon original series, created by Jill Soloway. The story centers on a family where the father, played by Jeffrey Tambor, comes out to his children and the to world at large as transgender. The first season was released in September 2014. It was critically acclaimed and won a lot of awards, including an Emmy for Outstanding Main Title Theme Music. In this episode, composer Dustin O’Halloran breaks down how he made the Transparent theme, using an 80-year old piano and channeling his own family nostalgia.  This episode is sponsored by Hover, Lagunitas Brewing Company, and MeUndies.",,,,,,,,,,,,,,,,,,,,
182,1D2mbuk8WElw7scc2vvulq,901996,15,1,12/3/2015,Wilco - Magnetized,"Wilco formed in 1994, and 21 years later, they released their 9th album, Star Wars. In this episode, Jeff Tweedy, the band’s singer and principal songwriter, breaks down the song Magnetized. In addition to collaborating with his five bandmates, John Stirrit, Pat Sansone, Mike Jorgensen, Nels Cline, and Glenn Kotche, it turns out Jeff Tweedy makes an active effort to remove his own ego from the process of songwriting.  This episode is sponsored by Vinyl Me Please, Turntable Lab, and lynda.com.",5kvxVswizuJEGWfDyq4m6A,magnetized,wilco,0,7/17/2015,0,0.629,0.315,3,-11.929,1,0.316,0.56,0.163,0.154,77.982,220027,3,40,4
183,5o3aXEQRGkf2SzZU3QR7xI,875560,14,35,11/23/2015,Natalia Lafourcade - Hasta la Raíz,"Natalia Lafourcade has won eight Latin Grammys, including three for the song Hasta la Raíz, which won the 2015 Song of the Year and Record of the Year, as well as Best Alternative Song. In this episode, Natalia breaks down the writing and recording process for the track, which borrows from a traditional Mexican folk music called huapango, but also still includes a Juno synthesizer and a pop sensibility.  This episode is sponsored by Lagunitas Brewing Company, Larsen & Lund, and MeUndies.",73mHMjEAnw4UgF1MkVVlR4,hasta la raíz,natalia lafourcade,60,1/6/2015,0,0.584,0.678,3,-7.082,1,0.209,0.000453,0.165,0.564,153.018,221800,3,41,3
184,3PW6Ie9OQJA0NarrUsDt6c,815713,13,35,11/16/2015,Youth Lagoon - The Knower,"Youth Lagoon is the moniker of Trevor Powers, who has been releasing albums under the name since 2011. In this episode, Trevor breaks down “The Knower,” the lead single from his newest record, Savage Hills Ballroom. He talks about how the idea for the song started by manipulating sampled vocals, and how he flew to Bristol to record the album with producer Ali Chant.  This episode is sponsored by Hover (use offer code LAGOON), Sony Legacy Recordings presenting the new Bob Dylan Box set, andMeUndies.",7eI4dV3s6JYGvLgWa2LuwG,the knower,youth lagoon,27,9/25/2015,0,0.605,0.379,8,-9.166,1,0.0153,0.00536,0.0818,0.124,125.028,206493,3,26,4
185,7pcOkqJAPcRShx4rNQthJ6,740663,12,20,11/5/2015,The Arcs - Put a Flower in Your Pocket,"The Arcs is a new project from Dan Auerbach of The Black Keys. He started the band with some of the musicians and producers he's worked with over the years. For this episode, Dan and his bandmates Richard Swift and Leon Michels break down how they made the song Put a Flower in Your Pocket, and how its title was inspired by a three-year-old girl.  Plus: the story behind the Radiotopia logo, and the sounds that went into making it.  This episode is sponsored by Hover (use promo code POCKET), MeUndies, and lynda.com.",7BaDRi8gmRnOducT6KaOfc,put a flower in your pocket,the arcs,59,8/28/2015,0,0.492,0.378,6,-9.288,0,0.00146,1.29e-05,0.111,0.428,126.402,235320,3,55,4
186,4gMIlLSX7FZLHRe5Uk9AW3,907037,15,7,10/26/2015,Chet Faker - Gold,"Chet Faker is the stage name of Australian singer and songwriter Nick Murphy. His debut album, Built on Glass, won five ARIA Awards, Australia’s version of the Grammys, including Best Male Artist, Producer of the Year, and Best Independent Album. In this episode, Nick breaks down the song Gold from that album, and traces the journey it took from a dream, to a cover, to a love song.  This episode is sponsored by iZotope Spire, Dropbox for Business, and Lagunitas Brewing Company.",1oPenAfTz9oa1RWNBGy0tO,gold,chet faker,0,4/15/2014,0,0.616,0.505,1,-9.307,1,0.381,0.00115,0.161,0.228,139.956,285291,4,45,4
187,6s66pyfzQX0oXzbDajUL3v,935720,15,35,10/15/2015,Harry Gregson-Williams - The Martian,"In the film ""The Martian,"" astronaut Mark Watney (played by Matt Damon) is stranded on Mars, forced to rely on science and his ingenuity in order to survive. The film opened at #1 at the box office, and has earned critical praise as well. In this episode, composer Harry Gregson-Williams breaks down his music from the film, where part of his job was to score the excitement of scientific discovery and the grandeur and mystery of Mars itself.  songexploder.net/the-martian",0AeUTVVGVWgwPCpPGAm6sT,making water,harry gregson-williams,56,9/30/2015,0,0.495,0.335,10,-18.848,1,0.826,0.873,0.104,0.0384,115.952,158160,2,38,4
188,2UCvcM8s8oJ87i7i1ef1Uq,982792,16,22,10/5/2015,Deradoorian - A Beautiful Woman,"Angel Deradoorian has been a member of the bands Dirty Projectors and Avey Tare's Slasher Flicks, and has contributed to albums by Vampire Weekend, Flying Lotus, and Brandon Flowers. This year she released her first full-length album as Deradoorian, The Expanding Flower Planet. In this episode, Angel breaks down the album's lead single, ""A Beautiful Woman."" After leaving the Dirty Projectors, Angel moved from the east coast to Los Angeles to focus on her own solo music. She talks about how ""A Beautiful Woman"" was inspired by the loneliness of moving across the country, overcoming creative self-doubt, and transitioning from a secondary role in other bands to the main role of songwriter and producer for her debut album.  This episode is sponsored by Hover (use offer code ANGEL), Lynda.com, and Lagunitas Brewing Company.",5GE9Xeya1Qm6ps4sbzIrVV,a beautiful woman,deradoorian,0,8/21/2015,0,0.575,0.785,1,-6.833,0,0.0935,1.79e-06,0.662,0.296,127.937,211120,3,31,4
189,2bjXY2vXDdTS5vdxJdKzGo,848941,14,8,9/24/2015,The Magnetic Fields - Andrew in Drag,"Stephin Merritt has fronted the band The Magnetic Fields for over twenty-five years. In this episode, he breaks down the song ""Andrew in Drag"" from the band’s latest album, Love at the Bottom of the Sea, even though he doesn't actually remember writing it. After releasing his triple-album 69 Love Songs to huge acclaim in 1999, Stephin stopped using synthesizers for the next three Magnetic Fields albums. He talks about why he stopped, and why started using them again, and why he doesn’t write down his melodies.  This episode is sponsored by Spire Recorder by iZotope; Merge Records (use code SONGEXPLODER at checkout for 20% off); and Audible.com (go to audiblepodcast.com/exploder for a free audiobook of your choice, and a 30-day free trial).",5mZrhh1eP7YJpdMyOogroU,andrew in drag,the magnetic fields,0,3/6/2012,0,0.675,0.725,0,-6.282,1,0.46,0.00091,0.333,0.449,119.973,132573,2,12,4
190,2r10CH14ORfKBLQueRK1Wb,843638,14,3,9/15/2015,Joey Bada$$ - Hazeus View,"Joey Bada$$ released his debut album on January 20, 2015: his 20th birthday. It hit the Top 5 on the Billboard charts. For the track ""Hazeus View,"" he worked with Kirk Knight, another member of the Pro Era hip-hop collective. In this episode, the two of them break down the process of making ""Hazeus View,"" how the lyrics reflect Joey’s wide-angle take on religion, and how the beat was inspired by DJ Premier and a beat he made for the Biggie song ""Ten Crack Commandments.""",5wrM3MbU9xNuSZGbmRm9B7,hazeus view,joey bada$$,5,1/20/2015,1,0.655,0.656,9,-6.25,1,0.28,0,0.111,0.586,89.818,219505,3,39,4
191,0LbNXaWglGjDQ6Zv6GViMD,841026,14,1,9/3/2015,American Football - The One With The Tambourine,"The band American Football formed in 1997, and released only one album and an EP before breaking up about three years later. Their critically acclaimed debut went on to achieve cult status as one of the most influential records of the '90s, and was reissued as a deluxe double-LP last year.  In this episode, Mike Kinsella, Steve Holmes, and Steve Lamos of American Football break down the first song they wrote together, ""The One with the Tambourine,"" from their self-titled EP. They talk about being influenced by the Chicago music scene of the '90s, and how they combined alternative tunings, unconventional time signatures, and naiveté to craft their sound.  This episode is sponsored by Hover, Lynda.com, and Lagunitas Brewing Company.",5WC7M5LwEKW9yqHNGB6Mds,the one with the tambourine,american football,31,,0,0.368,0.773,4,-7.739,1,0.119,0.449,0.162,0.173,154.296,241133,4,1,4
192,0JiqFQXQZG5HScSDsiRsi2,788755,13,8,8/27/2015,Best Coast - Feeling Ok,"In this episode, Bethany Cosentino and Bobb Bruno of the band Best Coast take apart their song ""Feeling Ok,"" from the 2015 album California Nights. They trace their process and their influences, from the movie ""10 Things I Hate About You"" to the video game Rock Band. Plus, we'll hear from producer Wally Gagel.  This episode is sponsored by Hover (use the offer code BESTCOAST), Simple, and Lagunitas Brewing Company.",0hgsUnkawqDllP4OF4g9MN,feeling ok,best coast,47,5/4/2015,0,0.438,0.913,9,-3.438,1,0.000142,0.00393,0.145,0.21,118.963,196160,3,16,4
193,2TRog4oIgTWSHthNj4slYy,728281,12,8,8/18/2015,HEALTH - Stonefist,"The band HEALTH formed in Los Angeles in 2005. Their newest record, Death Magic, came out in 2015. They spent four years trying to make it. They describe themselves as a noise band, but for this record, they reinvented their palette and their process. In this episode, John and Jake from HEALTH take apart the song Stonefist, which they made with their bandmates, Jupiter Keyes and BJ Miller.  This episode is sponsored by Hover, Lagunitas Brewing Company, and Simple.",7uL9Q8h4hzzCuGTZ3Yttmv,stonefist,health,46,8/7/2015,0,0.554,0.78,5,-3.77,0,3.51e-05,3.26e-05,0.626,0.332,100.005,204533,3,24,4
194,36wpnO6U7GXvDbpu0gU0Ef,884912,14,44,8/10/2015,Unknown Mortal Orchestra - Multi-Love,"Multi-Love is the title track from the 2015 album by Unknown Mortal Orchestra. In this episode, Ruban Nielson tells the story of how he made the song with help from his brother Kody Nielson, and how it was influenced by Romeo and Juliet, Questlove, and a broken synthesizer.  This episode is sponsored by Hover, Lagunitas Brewing Company, and Simple.",0PEXp5yk0sx9dJ8JzwvjJb,multi-love,unknown mortal orchestra,13,5/26/2015,0,0.784,0.506,3,-5.243,0,0.571,0,0.139,0.545,120.141,250800,4,10,4
195,3AlhWIXHng2JSULFuW1ucZ,801816,13,21,7/30/2015,Thundercat - Them Changes,"Thundercat is the alter-ego of bassist and singer-songwriter Stephen Bruner. He’s played bass for both Suicidal Tendencies and Erykah Badu and went on to help shape Kendrick Lamar's 'To Pimp a Butterfly.' In this episode, Thundercat will break down the song ""Them Changes"" off his new mini-album. Thundercat co-produced the track with long-time collaborator Flying Lotus, with Kamasi Washington on saxophone.  This episode is sponsored by Hover, Lagunitas Brewing Company, and Simple.",7hmiDaBxoyLW094H8vup2S,them changes (feat. flying lotus & kamasi washington),kamasi washington,0,6/22/2015,0,0.791,0.58,8,-8.377,1,0.555,0.00155,0.116,0.757,81.678,187210,3,7,4
196,2ia955sOtX1sqOLyEYWWh8,767021,12,47,7/20/2015,Death Cab for Cutie - El Dorado,"Death Cab for Cutie released Kintsugi, their 8th album, on March 31, 2015. The song El Dorado, like other songs on the record, was written in the wake of the divorce between the band's lead singer Ben Gibbard and actress Zooey Deschanel. In this episode, Ben talks about the metaphor of the city of El Dorado and how it fit the story he wanted to tell, about separation, unrealized dreams, and Culver City. Plus, he explains how a few pieces of equipment - a Fender Mustang, a Rhythm Master drum machine, and the VoiceLive unit - ended up shaping the creative process.  This episode is sponsored by Hover, Frank and Oak, and Lagunitas Brewing Company.",6xLRN5wfYZinAge6lRCwWK,el dorado,death cab for cutie,35,3/27/2015,0,0.525,0.886,3,-7.304,1,0.0122,0.032,0.108,0.421,74.987,218773,3,38,4
197,7KolTytEjhuuwsebgHr179,741682,12,21,7/8/2015,Sylvan Esso - Coffee,"Sylvan Esso has two members, Amelia Meath and Nick Sanborn, who met while they were both working on other projects. Amelia asked Nick to do a remix of a song by the band she was in at the time, and when that remix was done, they both loved how it turned out. They emailed song ideas back and forth for a while, until they found a time to be in the same place. It was at that point that they first started working on the song, ""Coffee."" In this episode, Nick and Amelia talk about the origins of the sounds and lyrics within the song, from a Little Tikes xylophone to ""Hanky Panky"" by Tommy James and the Shondells.",71cUqXJ3h1r0Ees6YdENLU,coffee,sylvan esso,2,5/13/2014,0,0.457,0.455,0,-8.112,1,0.348,0.00122,0.142,0.163,100.049,269693,4,29,4
198,4ZeWdv9aXlQHftHVwEzFVc,939873,15,39,6/29/2015,U2 - Cedarwood Road,"10 Cedarwood Road is the address of Bono’s childhood home in Dublin. For the U2 song ""Cedarwood Road,"" Bono looked back to his life there as a teenager, when skinhead culture seeped into his neighborhood via the Seven Towers, housing projects that were built around that time. In this episode, Bono traces the arc from those memories to the lyrics of ""Cedarwood Road,"" and The Edge breaks down the process of how the music was written, with the original demo and the isolated tracks from the final recording.",74ynfl766B7U99PwFOanwq,cedarwood road,u2,36,1/1/2014,0,0.505,0.859,4,-5.012,0,0.0475,0.00651,0.338,0.575,87.985,265383,4,25,4
199,1Ekuw2vTvqX91lxrxDOn43,769320,12,49,6/22/2015,Will Butler - Anna,"Will Butler is a member of the band Arcade Fire, and he co-wrote the score for the film Her, which earned him an Oscar nomination. In March 2015, he put out his first solo album, Policy, and in this episode, he breaks down the song ""Anna"" from that record.",5YjVfddndN09rKM5tlq9b6,anna,will butler,0,3/10/2015,0,0.767,0.561,7,-8.833,1,0.104,0.359,0.09,0.652,166.529,232885,3,52,4
200,2Wjczx8NgLQPaelmfgU47P,712477,11,52,6/11/2015,Ramin Djawadi - Game of Thrones,"Game of Thrones premiered on HBO in April 2011 and became the most watched show in HBO's history. The main title theme was written by Emmy-nominated composer Ramin Djawadi. In this episode, he'll break down the different elements in the piece, and how themes within the show inspired his composition and choice of instruments.",2q6fxAvSpqXR4jx9Ne7RGz,"main title - from the ""game of thrones"" soundtrack",ramin djawadi,62,1/1/2011,0,0.197,0.603,5,-16.116,0,0.302,0.794,0.106,0.232,169.881,106280,1,46,3
201,1Gne4KuDMh6YFKb1ZTjPkt,540853,9,0,5/29/2015,Brian Tyler - Avengers: Age of Ultron,"The title card for Avengers: Age of Ultron comes up twelve minutes into the movie. Against a black background, the Avengers logo takes up almost the entire screen. You might expect a triumphant, heroic piece of music, but the film called for something more complicated. Coming up, you'll hear why, and how composer Brian Tyler tackled that piece of score, in his third feature for Marvel Studios. It was recorded at Abbey Road Studios with the London Philharmonic, with Brian himself conducting.",1Gr42a4vVKYW4hTgPjklvh,avengers: age of ultron title,brian tyler,39,4/28/2015,0,0.285,0.649,2,-12.683,1,0.104,0.765,0.112,0.0396,79.804,43960,0,43,4
202,1OxBBdJcYkwOiuOh39xtYn,896249,14,56,5/18/2015,tUnE-yArDs - Water Fountain,"In this episode, Merrill Garbus of tUnE-yArDs breaks down ""Water Fountain."" It's a song that draws inspiration from the politics of drought and dancehall reggae, and you'll hear how (and why) she tried to make this song less catchy. Despite that effort, in 2014 the tUnE-yArDs album Nikki Nack climbed the Billboard Charts and got widespread critical praise.",0SRgVYcDYttX5Huc5FGB2M,water fountain,tune-yards,0,5/6/2014,1,0.825,0.69,1,-6.234,1,0.00337,0.00277,0.367,0.589,110.488,183453,3,3,4
203,217VCkb15rBklOpCjSxg3c,863439,14,23,4/23/2015,My Morning Jacket - Spring (Among the Living),"Jim James is the lead singer of the Grammy-nominated band My Morning Jacket. Since starting in 1998, they've put out six albums, and in this episode, Jim breaks down the song Spring (Among The Living), from their soon-to-be released seventh album, The Waterfall.",2fxmW5vXk87sH2QW4Rqeia,spring (among the living),my morning jacket,11,3/31/2015,0,0.497,0.57,7,-7.746,0,0.00365,0.0136,0.166,0.0594,125.145,360933,6,0,4
204,7j88BRkQHJ6SLwZCu8q5N0,686930,11,26,4/14/2015,Toro y Moi - Half Dome,"Over the past five years, Chaz Bundick, aka Toro y Moi, has made music that's spanned a range of genres and styles. On his newest album, What For?, he shifted styles again. In this episode, Chaz explains why. He'll break down the song Half Dome, named after a landmark in Yosemite National Park that's a popular hike, but also a difficult one.",4iJ9hqYAkCr0dhJiL9K0nw,half dome,toro y moi,0,4/7/2015,0,0.487,0.801,9,-5.565,1,0.00045,0.104,0.404,0.548,111.904,195199,3,15,4
205,0kNwSJ6Sb2YeG9BHofmTQB,885983,14,45,4/1/2015,RJD2 - Games You Can Win (feat. Kenna),"RJD2 has been making music since 2002. His song ""A Beautiful Mine"" was turned into the opening credits music for Mad Men. He's a producer and beatmaker, but also a singer and songwriter. But for the vocals on the song ""Games You Can Win,"" he tapped Kenna, a Grammy-nominee whom Malcolm Gladwell wrote about in Blink. In this episode, you’ll get to hear the parts that make up the track, as well as the unreleased demo vocals that RJ originally recorded himself.",6CU1GDTK4VmBPDrodb1MB4,games you can win (feat. kenna),kenna,15,1/19/2010,0,0.627,0.501,8,-8.256,1,0.0223,0.00339,0.0466,0.347,103.084,326707,5,26,4
206,3EdnHPVoV3vg1XbQxZLxRb,859390,14,19,3/25/2015,How to Dress Well - Pour Cyril,"In an interview with Belgian filmmakers the Dardenne brothers, talking about the kinds of stories they tell, Luc Dardenne says, ""Human suffering; that interests us very much."" It also interests Tom Krell, a songwriter and producer who goes by the name How to Dress Well. After seeing one of the Dardenne brothers films, The Kid with a Bike, he was inspired to make the song ""Pour Cyril."" In this episode, he'll dig deep into that where that inspiration led him, from transformations within the song, to within the film, and within himself.",37Qzk2fWaqZFVREDmbbYCw,pour cyril,how to dress well,0,10/27/2014,0,0.251,0.345,9,-12.753,1,0.967,0.181,0.188,0.135,128.893,252067,4,12,4
207,1lsrjIoBkIpMuDgaGPz84C,916807,15,16,3/13/2015,White Hinterland - Ring the Bell,"Casey Dienel is a producer, singer, and songwriter who goes by the name White Hinterland. In this episode, she'll break down her song Ring the Bell. To make it, she had to break out of her comfort zone of working alone and reach to other people. She got a little unexpected help from Beyonce.",6j4apSvyxeF6zV7rbObLTM,ring the bell,white hinterland,0,4/1/2014,0,0.391,0.699,5,-6.17,0,0.411,3.74e-06,0.0807,0.655,173.934,258533,4,18,4
208,3AcEN0GhUJlDVToX7jAZOE,863413,14,23,3/3/2015,Warpaint - Love Is to Die,"In 2013, Warpaint starting working on their sophomore album. They retreated away from their home in Los Angeles to the nearby desert oasis of Joshua Tree, California. There, they wrote the song ""Love Is to Die,"" and it was decided that it would be the single from the record. Now, with over 6 million plays on Spotify and nearly 3 million more on YouTube, ""Love Is to Die"" is by some measures their most popular song. Designating it as the single was a decision that was easy to make early on, but it was also carried unforeseen consequences for the band. In this episode, three of the four members break down the sounds in the song, and weigh in on some of the difficulty they faced getting this track from the initial idea to the finished recording.",7fQFSu5m50PFFm6CdYKSHF,love is to die,warpaint,0,,0,0.431,0.639,11,-9.07,0,0.254,0.352,0.0856,0.428,85.404,291758,4,51,4
209,4oQA5HfTIlkiMAOMY5KnYK,835070,13,55,2/20/2015,Jeremy Zuckerman - The Legend of Korra,"In 2005, Nickelodeon premiered an animated series called Avatar: The Last Airbender, about a young boy and his friends who have to keep peace and balance in the world. It combined fantasy and martial arts, and ran for four seasons, won an Emmy and a Peabody, and in 2012, spawned a sequel called The Legend of Korra. This time, the story was about a girl, Korra, a teenager, and just as the characters were older and the world they inhabited was older, the themes of the show matured as well. In December 2014, after 4 seasons of its own, the series and franchise aired its finale. It made headlines for the final shot of the very last scene. Composer Jeremy Zuckerman used a mix of Chinese and western instruments for the series. In this episode, he deconstructs the music he wrote that scene, reflects on its significance, and also what it felt like to close the curtain on a franchise he'd been working on over the course of twelve years of his life.",1gtflD7JVxpozNitZJp6xu,the legend of korra end credits,jeremy zuckerman,45,7/16/2013,0,0.244,0.151,6,-12.535,0,0.988,0.946,0.116,0.563,83.772,30707,0,30,3
210,40v9a1qdmziLYMFiC8QP6X,1250756,20,50,1/30/2015,The Long Winters - The Commander Thinks Aloud,"On February 1, 2003, the Space Shuttle Columbia broke apart while reentering the earth's atmosphere. John Roderick, singer and songwriter of The Long Winters, wrote ""The Commander Thinks Aloud"" about that fateful moment. This episode was made from an interview I did with John Roderick in front of a live audience in Seattle, where we discussed how and why he made this song.",7dIYMfQv5hyZ0I1S29MJIR,the commander thinks aloud,the long winters,0,10/11/2005,0,0.391,0.578,0,-5.432,1,0.0297,2.88e-06,0.12,0.34,131.969,326053,5,26,4
211,1DKZpHABONr947eMPWFS5R,807694,13,27,1/19/2015,Blonde Redhead - Penultimo,"The band Blonde Redhead formed in 1993. Twenty-one years later, in 2014, the trio released their 9th album, and in this episode, they deconstruct Penultimo, a song from that record that caused some dissent between the band members. At the heart of the controversy was the Pitchfactor effect pedal by Eventide, a harmonizer that does a lot, or maybe too much. Coming up, you'll hear how tricky it was to begin this song, as well as finish it.",3CW0UMmdWsOkXPWbZkOm8u,penultimo,blonde redhead,26,9/2/2014,0,0.709,0.487,8,-10.077,1,0.675,1.55e-05,0.159,0.372,99.09,198486,3,18,4
212,4qaaMePnpqxd11ti7C1CKH,1064974,17,44,1/7/2015,Ghostface Killah - The Battlefield,"In November 2014, Ghostface Killah of the Wu-Tang Clan released his 11th album, called 36 Seasons. A lot of people worked on it: soul band The Revelations served as a kind of house backing band for the whole thing. Lil' Fame from M.O.P. and engineer Daniel Schlett helped produce, and there's a host of guest vocalists, including the ones on this track: singer Tré Williams, and rappers AZ and Kool G Rap. But the person who put the whole thing together, came up with the idea, and corralled all of these contributors is someone who doesn't appear on the record. His name is Bob Perry, and his title is A&R, which stands for artist and repertoire. Nowadays, that usually means the person at a record label who acts as a talent scout for new artists, but back in the day, the A&R reps were often responsible for much more. In this episode, Bob Perry talks about how the Ghostface song ""The Battlefield"" came together, and Revelations guitarist Wes Mingus breaks down how the beat was assembled.",0M1ppQPnDyAD1e6MKQ6YHn,the battlefield (feat. kool g rap & az & tre williams),tre williams,0,12/5/2014,1,0.632,0.747,0,-4.723,1,0.0184,0,0.569,0.402,86.035,226580,3,46,4
213,6FlQxNJTaxF890JOuZYAgY,1072680,17,52,12/22/2014,The National - Sea of Love,"The National formed in 1999. They've released six albums, and have been nominated for a grammy. Their music is everywhere from Game of Thrones, to Bob's Burgers, to Barack Obama's presidential campaign. In 2013 they released their sixth album, Trouble Will Find Me, which debuted at #3 on the Billboard charts. The band is made up of singer Matt Berninger along with two sets of brothers: guitarists Bryce and Aaron Dessner, who are twins, and Brian and Scott Devendorf, who play drums and bass, respectively. In this episode, Matt Berninger and Aaron Dessner break down ""Sea of Love,"" a song that they co-wrote. You'll hear how it went from Aaron's original guitar demo to a densely layered recording with contributions from their bandmates and others, and they'll talk about how collaboration is an intrinsic part of their process and their band identity.  songexploder.net/the-national",7cmMZ45nWU8JtvdIzgXlli,sea of love,the national,0,5/27/2013,0,0.458,0.825,0,-6.301,1,0.138,0.88,0.116,0.522,145.997,221440,3,41,4
214,3E3gunYk6L4VY1Bwgm59O7,775432,12,55,12/8/2014,Tycho - Awake,"Tycho is the project of designer-turned-musician Scott Hansen, along with guitarist Zac Brown and drummer Rory O'Connor. For this episode, which was recorded in front of a live audience in San Francisco, Scott breaks down the title track from the 2014 Tycho album Awake, including a note he misplayed, and a vocal part you aren't really supposed to know about.  songexploder.net/tycho",2qC1sUo8xxRRqYsaYEdDuZ,awake,tycho,13,3/18/2014,0,0.552,0.878,1,-5.767,1,0.0585,0.892,0.0746,0.598,176.057,283636,4,43,4
215,3iqFMqUfHHEkt2HUSrzwjF,757382,12,37,11/26/2014,Stars - No One Is Lost,"Stars is a band from Toronto, who have been making music together since 2000. Their seventh album was released in October 2014. For this episode, I spoke to several members of the band: singer Amy Millan over the phone, and to Evan and Patty in their studio in Toronto along with their co-producer Liam O’Neil. In this episode, they talk about the inspiration for the phrase No One Is Lost, which is the title of this song as well as the album. And you’ll hear the original version of the chorus: one that they wrote, recorded, mixed, and finished but then, ended up changing completely.",5aACDlVqGoAuK0n4ZU0uYA,no one is lost,stars,0,9/16/2014,0,0.671,0.625,10,-8.21,0,0.0645,0.000606,0.109,0.722,131.978,285933,4,45,4
216,5xUI3gPSU5yKmPeUpfbxZK,1026938,17,6,11/12/2014,The Books - Smells Like Content,"Before The Books broke up, they released four albums that combined composed music and found sounds. In this episode, Nick Zammuto explains how he crafted the song Smells Like Content, off of their 2005 album Lost and Safe, out of unlikely sources, like geometry, chance encounters, and a corrugated PVC pipe.",7F0lfGyXo0rrScu4bgzbHl,smells like content,the books,0,,0,0.701,0.528,11,-10.094,1,0.171,0.0411,0.068,0.404,171.492,222640,3,42,3
