FIPS,State,Year,Total Population,Labor Force Population,Employed,Unemployed
39,Ohio,2012,"9,034,502   ","5,717,889   ","5,295,617   ","422,272   "
40,Oklahoma,2012,"2,888,094   ","1,793,402   ","1,702,391   ","91,011   "
41,Oregon,2012,"3,096,119   ","1,961,066   ","1,790,231   ","170,835   "
42,Pennsylvania,2012,"10,189,793   ","6,463,889   ","5,974,470   ","489,419   "
44,Rhode Island,2012,"854,538   ","564,851   ","506,709   ","58,142   "
45,South Carolina,2012,"3,638,670   ","2,176,794   ","1,980,647   ","196,147   "
46,South Dakota,2012,"630,309   ","443,068   ","425,255   ","17,813   "
47,Tennessee,2012,"5,021,164   ","3,102,538   ","2,856,495   ","246,043   "
48,Texas,2012,"19,294,974   ","12,620,814   ","11,776,895   ","843,919   "
49,Utah,2012,"2,028,739   ","1,353,995   ","1,289,496   ","64,499   "
50,Vermont,2012,"514,719   ","356,157   ","339,078   ","17,079   "
51,Virginia,2012,"6,324,007   ","4,212,221   ","3,967,373   ","244,848   "
53,Washington,2012,"5,381,866   ","3,481,136   ","3,186,534   ","294,602   "
54,West Virginia,2012,"1,487,410   ","809,125   ","750,895   ","58,230   "
55,Wisconsin,2012,"4,488,363   ","3,075,494   ","2,862,556   ","212,938   "
56,Wyoming,2012,"442,898   ","304,823   ","288,230   ","16,593   "
01,Alabama,2013,"3,785,339   ","2,182,478   ","2,021,745   ","160,733   "
02,Alaska,2013,"537,811   ","362,949   ","337,789   ","25,160   "
04,Arizona,2013,"5,028,505   ","3,014,560   ","2,778,369   ","236,191   "
05,Arkansas,2013,"2,269,870   ","1,329,123   ","1,235,437   ","93,686   "
06,California,2013,"29,644,930   ","18,584,214   ","16,905,505   ","1,678,709   "
08,Colorado,2013,"4,056,575   ","2,764,459   ","2,578,371   ","186,088   "
09,Connecticut,2013,"2,867,039   ","1,874,692   ","1,725,770   ","148,922   "
10,Delaware,2013,"728,208   ","443,249   ","414,295   ","28,954   "
11,District of Columbia,2013,"533,425   ","370,166   ","338,943   ","31,223   "
12,Florida,2013,"15,617,627   ","9,380,918   ","8,675,453   ","705,465   "
13,Georgia,2013,"7,553,698   ","4,751,866   ","4,364,945   ","386,921   "
15,Hawaii,2013,"1,086,494   ","660,494   ","629,251   ","31,243   "
16,Idaho,2013,"1,211,875   ","781,888   ","727,754   ","54,134   "
17,Illinois,2013,"10,073,702   ","6,588,829   ","5,989,809   ","599,020   "
18,Indiana,2013,"5,066,649   ","3,196,733   ","2,956,260   ","240,473   "
19,Iowa,2013,"2,408,467   ","1,679,010   ","1,599,585   ","79,425   "
20,Kansas,2013,"2,186,724   ","1,491,799   ","1,412,684   ","79,115   "
21,Kentucky,2013,"3,414,466   ","2,060,902   ","1,897,486   ","163,416   "
22,Louisiana,2013,"3,524,323   ","2,102,037   ","1,967,348   ","134,689   "
23,Maine,2013,"1,087,381   ","705,845   ","658,640   ","47,205   "
24,Maryland,2013,"4,665,797   ","3,146,685   ","2,939,610   ","207,075   "
25,Massachusetts,2013,"5,436,410   ","3,530,267   ","3,294,952   ","235,315   "
26,Michigan,2013,"7,843,461   ","4,745,634   ","4,329,743   ","415,891   "
27,Minnesota,2013,"4,225,920   ","2,967,999   ","2,818,472   ","149,527   "
28,Mississippi,2013,"2,260,846   ","1,275,987   ","1,167,411   ","108,576   "
29,Missouri,2013,"4,686,193   ","3,005,442   ","2,802,239   ","203,203   "
30,Montana,2013,"799,715   ","512,997   ","485,676   ","27,321   "
31,Nebraska,2013,"1,425,025   ","1,019,791   ","981,813   ","37,978   "
32,Nevada,2013,"2,148,086   ","1,369,820   ","1,233,168   ","136,652   "
33,New Hampshire,2013,"1,077,683   ","744,194   ","705,154   ","39,040   "
34,New Jersey,2013,"7,068,347   ","4,594,340   ","4,207,084   ","387,256   "
35,New Mexico,2013,"1,604,088   ","932,775   ","868,358   ","64,417   "
36,New York,2013,"15,843,992   ","9,759,681   ","8,994,843   ","764,838   "
37,North Carolina,2013,"7,546,521   ","4,670,922   ","4,307,090   ","363,832   "
38,North Dakota,2013,"561,123   ","403,365   ","391,734   ","11,631   "
39,Ohio,2013,"9,075,980   ","5,711,797   ","5,289,655   ","422,142   "
40,Oklahoma,2013,"2,911,835   ","1,793,532   ","1,701,666   ","91,866   "
41,Oregon,2013,"3,123,555   ","1,924,397   ","1,775,125   ","149,272   "
42,Pennsylvania,2013,"10,229,474   ","6,446,218   ","5,990,195   ","456,023   "
44,Rhode Island,2013,"860,323   ","564,993   ","511,388   ","53,605   "
45,South Carolina,2013,"3,679,519   ","2,181,555   ","2,019,093   ","162,462   "
46,South Dakota,2013,"636,599   ","444,195   ","427,715   ","16,480   "
47,Tennessee,2013,"5,065,766   ","3,085,957   ","2,849,509   ","236,448   "
48,Texas,2013,"19,636,902   ","12,795,300   ","11,986,038   ","809,262   "
49,Utah,2013,"2,067,293   ","1,390,869   ","1,332,540   ","58,329   "
50,Vermont,2013,"517,477   ","353,636   ","337,972   ","15,664   "
51,Virginia,2013,"6,389,485   ","4,238,414   ","4,003,905   ","234,509   "
53,Washington,2013,"5,443,655   ","3,446,763   ","3,217,517   ","229,246   "
54,West Virginia,2013,"1,486,134   ","801,167   ","747,425   ","53,742   "
55,Wisconsin,2013,"4,515,766   ","3,086,006   ","2,879,376   ","206,630   "
56,Wyoming,2013,"447,044   ","302,334   ","288,010   ","14,324   "
01,Alabama,2014,"3,808,783   ","2,169,091   ","2,022,380   ","146,711   "
02,Alaska,2014,"539,490   ","363,723   ","339,230   ","24,493   "
04,Arizona,2014,"5,101,564   ","3,055,190   ","2,846,407   ","208,783   "
05,Arkansas,2014,"2,277,964   ","1,323,986   ","1,246,128   ","77,858   "
06,California,2014,"29,986,988   ","18,697,592   ","17,282,882   ","1,414,710   "
08,Colorado,2014,"4,131,155   ","2,797,061   ","2,658,151   ","138,910   "
09,Connecticut,2014,"2,880,698   ","1,898,732   ","1,773,090   ","125,642   "
10,Delaware,2014,"737,772   ","452,964   ","427,533   ","25,431   "
11,District of Columbia,2014,"540,515   ","374,518   ","345,622   ","28,896   "
12,Florida,2014,"15,873,851   ","9,502,159   ","8,888,389   ","613,770   "
13,Georgia,2014,"7,645,290   ","4,747,854   ","4,408,466   ","339,388   "
15,Hawaii,2014,"1,096,552   ","675,761   ","647,210   ","28,551   "
16,Idaho,2014,"1,230,791   ","781,191   ","746,660   ","34,531   "
17,Illinois,2014,"10,109,819   ","6,554,327   ","6,085,618   ","468,709   "
18,Indiana,2014,"5,096,747   ","3,230,747   ","3,038,650   ","192,097   "
19,Iowa,2014,"2,424,431   ","1,702,385   ","1,629,717   ","72,668   "
20,Kansas,2014,"2,198,558   ","1,497,923   ","1,429,996   ","67,927   "
21,Kentucky,2014,"3,431,746   ","2,011,838   ","1,882,287   ","129,551   "
22,Louisiana,2014,"3,545,355   ","2,139,343   ","2,005,887   ","133,456   "
23,Maine,2014,"1,092,194   ","699,956   ","660,833   ","39,123   "
24,Maryland,2014,"4,705,653   ","3,146,012   ","2,965,779   ","180,233   "
25,Massachusetts,2014,"5,500,051   ","3,593,431   ","3,387,002   ","206,429   "
26,Michigan,2014,"7,882,174   ","4,771,071   ","4,427,035   ","344,036   "
27,Minnesota,2014,"4,261,770   ","2,987,146   ","2,860,428   ","126,718   "
28,Mississippi,2014,"2,268,177   ","1,246,612   ","1,151,809   ","94,803   "
29,Missouri,2014,"4,707,133   ","3,030,827   ","2,843,555   ","187,272   "
30,Montana,2014,"807,465   ","514,795   ","490,919   ","23,876   "
31,Nebraska,2014,"1,436,870   ","1,016,558   ","983,565   ","32,993   "
32,Nevada,2014,"2,183,347   ","1,378,952   ","1,265,997   ","112,955   "
33,New Hampshire,2014,"1,086,385   ","745,364   ","713,331   ","32,033   "
34,New Jersey,2014,"7,119,512   ","4,573,112   ","4,267,323   ","305,789   "
35,New Mexico,2014,"1,609,143   ","935,036   ","873,687   ","61,349   "
36,New York,2014,"15,960,807   ","9,684,594   ","9,075,725   ","608,869   "
37,North Carolina,2014,"7,623,570   ","4,656,513   ","4,371,693   ","284,820   "
38,North Dakota,2014,"573,748   ","411,715   ","400,758   ","10,957   "
39,Ohio,2014,"9,118,297   ","5,725,793   ","5,392,516   ","333,277   "
40,Oklahoma,2014,"2,933,505   ","1,789,664   ","1,711,936   ","77,728   "
41,Oregon,2014,"3,160,664   ","1,949,004   ","1,819,213   ","129,791   "
42,Pennsylvania,2014,"10,269,334   ","6,428,660   ","6,045,564   ","383,096   "
44,Rhode Island,2014,"866,292   ","564,607   ","520,813   ","43,794   "
45,South Carolina,2014,"3,726,088   ","2,201,844   ","2,063,369   ","138,475   "
46,South Dakota,2014,"641,077   ","447,487   ","432,490   ","14,997   "
47,Tennessee,2014,"5,111,431   ","3,052,572   ","2,852,672   ","199,900   "
48,Texas,2014,"20,020,522   ","12,975,152   ","12,304,235   ","670,917   "
49,Utah,2014,"2,105,028   ","1,422,521   ","1,371,121   ","51,400   "
50,Vermont,2014,"519,839   ","352,907   ","339,129   ","13,778   "
51,Virginia,2014,"6,449,621   ","4,256,191   ","4,040,771   ","215,420   "
53,Washington,2014,"5,525,106   ","3,485,059   ","3,278,075   ","206,984   "
54,West Virginia,2014,"1,483,760   ","797,470   ","745,619   ","51,851   "
55,Wisconsin,2014,"4,541,452   ","3,088,140   ","2,922,997   ","165,143   "
56,Wyoming,2014,"447,715   ","302,606   ","289,405   ","13,201   "
01,Alabama,2015,"3,831,201   ","2,172,619   ","2,040,087   ","132,532   "
02,Alaska,2015,"541,588   ","361,500   ","338,721   ","22,779   "
04,Arizona,2015,"5,179,936   ","3,111,214   ","2,921,239   ","189,975   "
05,Arkansas,2015,"2,287,598   ","1,333,565   ","1,267,413   ","66,152   "
06,California,2015,"30,313,754   ","18,846,616   ","17,670,862   ","1,175,754   "
08,Colorado,2015,"4,219,568   ","2,819,079   ","2,714,405   ","104,674   "
09,Connecticut,2015,"2,888,763   ","1,903,404   ","1,796,504   ","106,900   "
10,Delaware,2015,"746,926   ","462,281   ","440,002   ","22,279   "
11,District of Columbia,2015,"547,962   ","381,549   ","355,188   ","26,361   "
12,Florida,2015,"16,173,805   ","9,596,776   ","9,067,636   ","529,140   "
13,Georgia,2015,"7,752,609   ","4,736,339   ","4,449,504   ","286,835   "
15,Hawaii,2015,"1,106,976   ","683,119   ","659,781   ","23,338   "
16,Idaho,2015,"1,252,008   ","799,353   ","768,026   ","31,327   "
17,Illinois,2015,"10,127,622   ","6,558,694   ","6,164,882   ","393,812   "
18,Indiana,2015,"5,120,898   ","3,268,923   ","3,111,646   ","157,277   "
19,Iowa,2015,"2,436,901   ","1,704,563   ","1,641,119   ","63,444   "
20,Kansas,2015,"2,209,840   ","1,498,032   ","1,435,515   ","62,517   "
21,Kentucky,2015,"3,448,535   ","1,981,664   ","1,877,601   ","104,063   "
22,Louisiana,2015,"3,566,204   ","2,147,930   ","2,013,539   ","134,391   "
23,Maine,2015,"1,094,966   ","689,970   ","659,502   ","30,468   "
24,Maryland,2015,"4,741,180   ","3,167,409   ","3,007,714   ","159,695   "
25,Massachusetts,2015,"5,552,420   ","3,619,682   ","3,445,762   ","173,920   "
26,Michigan,2015,"7,911,695   ","4,776,681   ","4,517,872   ","258,809   "
27,Minnesota,2015,"4,294,525   ","3,015,455   ","2,901,421   ","114,034   "
28,Mississippi,2015,"2,273,604   ","1,259,841   ","1,178,159   ","81,682   "
29,Missouri,2015,"4,727,851   ","3,051,796   ","2,895,538   ","156,258   "
30,Montana,2015,"815,411   ","520,502   ","498,354   ","22,148   "
31,Nebraska,2015,"1,447,907   ","1,015,233   ","984,925   ","30,308   "
32,Nevada,2015,"2,224,013   ","1,394,840   ","1,298,710   ","96,130   "
33,New Hampshire,2015,"1,093,235   ","748,605   ","723,047   ","25,558   "
34,New Jersey,2015,"7,167,463   ","4,596,855   ","4,334,055   ","262,800   "
35,New Mexico,2015,"1,615,822   ","940,779   ","878,504   ","62,275   "
36,New York,2015,"16,053,245   ","9,736,976   ","9,227,736   ","509,240   "
37,North Carolina,2015,"7,711,556   ","4,708,478   ","4,441,253   ","267,225   "
38,North Dakota,2015,"584,363   ","413,292   ","401,886   ","11,406   "
39,Ohio,2015,"9,153,273   ","5,725,751   ","5,441,692   ","284,059   "
40,Oklahoma,2015,"2,956,504   ","1,823,310   ","1,745,090   ","78,220   "
41,Oregon,2015,"3,209,858   ","1,976,844   ","1,868,928   ","107,916   "
42,Pennsylvania,2015,"10,297,313   ","6,476,250   ","6,125,042   ","351,208   "
44,Rhode Island,2015,"871,568   ","564,979   ","530,870   ","34,109   "
45,South Carolina,2015,"3,781,039   ","2,241,067   ","2,108,786   ","132,281   "
46,South Dakota,2015,"644,851   ","450,080   ","436,406   ","13,674   "
47,Tennessee,2015,"5,161,167   ","3,078,840   ","2,907,967   ","170,873   "
48,Texas,2015,"20,426,005   ","13,030,316   ","12,445,940   ","584,376   "
49,Utah,2015,"2,148,127   ","1,461,433   ","1,409,952   ","51,481   "
50,Vermont,2015,"522,572   ","351,895   ","339,663   ","12,232   "
51,Virginia,2015,"6,505,590   ","4,228,912   ","4,044,175   ","184,737   "
53,Washington,2015,"5,622,693   ","3,549,940   ","3,355,580   ","194,360   "
54,West Virginia,2015,"1,479,059   ","791,935   ","740,117   ","51,818   "
55,Wisconsin,2015,"4,563,582   ","3,095,383   ","2,957,960   ","137,423   "
56,Wyoming,2015,"448,773   ","300,759   ","287,983   ","12,776   "
01,Alabama,2016,"3,855,107   ","2,196,496   ","2,069,474   ","127,022   "
02,Alaska,2016,"545,272   ","360,919   ","337,055   ","23,864   "
04,Arizona,2016,"5,267,587   ","3,173,075   ","2,999,230   ","173,845   "
05,Arkansas,2016,"2,298,315   ","1,335,647   ","1,282,639   ","53,008   "
06,California,2016,"30,605,043   ","19,045,018   ","17,996,065   ","1,048,953   "
08,Colorado,2016,"4,305,280   ","2,884,887   ","2,794,813   ","90,074   "
09,Connecticut,2016,"2,894,580   ","1,906,741   ","1,814,158   ","92,583   "
10,Delaware,2016,"755,400   ","468,564   ","447,380   ","21,184   "
11,District of Columbia,2016,"553,937   ","386,834   ","362,794   ","24,040   "
12,Florida,2016,"16,503,489   ","9,791,737   ","9,313,287   ","478,450   "
13,Georgia,2016,"7,873,586   ","4,914,187   ","4,646,831   ","267,356   "
15,Hawaii,2016,"1,117,996   ","694,182   ","674,043   ","20,139   "
16,Idaho,2016,"1,281,015   ","818,803   ","788,521   ","30,282   "
17,Illinois,2016,"10,137,754   ","6,616,360   ","6,227,221   ","389,139   "
18,Indiana,2016,"5,152,361   ","3,333,627   ","3,187,737   ","145,890   "
19,Iowa,2016,"2,448,951   ","1,708,344   ","1,646,841   ","61,503   "
20,Kansas,2016,"2,220,097   ","1,498,060   ","1,437,436   ","60,624   "
21,Kentucky,2016,"3,465,885   ","2,013,219   ","1,911,468   ","101,751   "
22,Louisiana,2016,"3,581,720   ","2,120,489   ","1,992,404   ","128,085   "
23,Maine,2016,"1,099,102   ","696,274   ","669,856   ","26,418   "
24,Maryland,2016,"4,767,368   ","3,190,709   ","3,055,268   ","135,441   "
25,Massachusetts,2016,"5,600,969   ","3,653,833   ","3,507,611   ","146,222   "
26,Michigan,2016,"7,950,784   ","4,870,148   ","4,628,148   ","242,000   "
27,Minnesota,2016,"4,332,798   ","3,033,354   ","2,916,011   ","117,343   "
28,Mississippi,2016,"2,278,783   ","1,269,291   ","1,193,662   ","75,629   "
29,Missouri,2016,"4,746,864   ","3,067,454   ","2,927,598   ","139,856   "
30,Montana,2016,"824,771   ","524,916   ","502,443   ","22,473   "
31,Nebraska,2016,"1,460,693   ","1,021,445   ","989,615   ","31,830   "
32,Nevada,2016,"2,266,016   ","1,409,874   ","1,327,915   ","81,959   "
33,New Hampshire,2016,"1,102,133   ","755,689   ","734,109   ","21,580   "
34,New Jersey,2016,"7,215,855   ","4,612,876   ","4,384,980   ","227,896   "
35,New Mexico,2016,"1,623,817   ","945,359   ","881,371   ","63,988   "
36,New York,2016,"16,129,810   ","9,768,025   ","9,291,888   ","476,137   "
37,North Carolina,2016,"7,813,550   ","4,781,344   ","4,538,202   ","243,142   "
38,North Dakota,2016,"586,124   ","414,506   ","401,930   ","12,576   "
39,Ohio,2016,"9,189,639   ","5,771,475   ","5,480,498   ","290,977   "
40,Oklahoma,2016,"2,972,146   ","1,818,341   ","1,734,041   ","84,300   "
41,Oregon,2016,"3,273,565   ","2,038,741   ","1,941,816   ","96,925   "
42,Pennsylvania,2016,"10,326,798   ","6,521,627   ","6,174,246   ","347,381   "
44,Rhode Island,2016,"876,874   ","564,640   ","535,153   ","29,487   "
45,South Carolina,2016,"3,837,888   ","2,255,783   ","2,145,584   ","110,199   "
46,South Dakota,2016,"650,648   ","453,016   ","439,437   ","13,579   "
47,Tennessee,2016,"5,216,308   ","3,135,219   ","2,987,176   ","148,043   "
48,Texas,2016,"20,803,891   ","13,265,488   ","12,649,932   ","615,556   "
49,Utah,2016,"2,202,457   ","1,508,813   ","1,458,487   ","50,326   "
50,Vermont,2016,"524,600   ","352,283   ","341,341   ","10,942   "
51,Virginia,2016,"6,556,207   ","4,251,531   ","4,081,183   ","170,348   "
53,Washington,2016,"5,735,903   ","3,643,850   ","3,455,671   ","188,179   "
54,West Virginia,2016,"1,472,337   ","785,077   ","737,371   ","47,706   "
55,Wisconsin,2016,"4,587,920   ","3,124,896   ","3,002,303   ","122,593   "
56,Wyoming,2016,"448,059   ","298,777   ","283,062   ","15,715   "
01,Alabama,2017,"3,878,867   ","2,207,267   ","2,107,659   ","99,608   "
02,Alaska,2017,"545,984   ","360,087   ","336,272   ","23,815   "
04,Arizona,2017,"5,352,766   ","3,243,274   ","3,082,425   ","160,849   "
05,Arkansas,2017,"2,308,246   ","1,339,830   ","1,289,840   ","49,990   "
06,California,2017,"30,836,308   ","19,205,136   ","18,278,266   ","926,870   "
08,Colorado,2017,"4,378,296   ","2,968,570   ","2,890,711   ","77,859   "
09,Connecticut,2017,"2,901,943   ","1,918,564   ","1,833,921   ","84,643   "
10,Delaware,2017,"763,733   ","475,343   ","454,406   ","20,937   "
11,District of Columbia,2017,"558,781   ","393,816   ","369,762   ","24,054   "
12,Florida,2017,"16,800,546   ","9,970,921   ","9,545,001   ","425,920   "
13,Georgia,2017,"7,982,344   ","5,093,292   ","4,850,589   ","242,703   "
15,Hawaii,2017,"1,123,090   ","696,681   ","681,157   ","15,524   "
16,Idaho,2017,"1,313,238   ","840,303   ","813,579   ","26,724   "
17,Illinois,2017,"10,144,267   ","6,556,106   ","6,231,502   ","324,604   "
18,Indiana,2017,"5,182,589   ","3,332,275   ","3,214,767   ","117,508   "
19,Iowa,2017,"2,460,208   ","1,691,506   ","1,639,273   ","52,233   "
20,Kansas,2017,"2,224,700   ","1,490,478   ","1,436,329   ","54,149   "
21,Kentucky,2017,"3,482,923   ","2,046,110   ","1,948,750   ","97,360   "
22,Louisiana,2017,"3,583,052   ","2,102,735   ","1,995,042   ","107,693   "
23,Maine,2017,"1,104,899   ","701,977   ","678,075   ","23,902   "
24,Maryland,2017,"4,797,239   ","3,249,382   ","3,117,487   ","131,895   "
25,Massachusetts,2017,"5,651,168   ","3,728,355   ","3,585,664   ","142,691   "
26,Michigan,2017,"7,991,630   ","4,909,899   ","4,684,777   ","225,122   "
27,Minnesota,2017,"4,373,557   ","3,064,073   ","2,958,466   ","105,607   "
28,Mississippi,2017,"2,282,555   ","1,271,333   ","1,205,122   ","66,211   "
29,Missouri,2017,"4,766,853   ","3,050,511   ","2,934,928   ","115,583   "
30,Montana,2017,"835,163   ","529,184   ","507,640   ","21,544   "
31,Nebraska,2017,"1,471,916   ","1,021,547   ","991,407   ","30,140   "
32,Nevada,2017,"2,310,938   ","1,446,628   ","1,374,082   ","72,546   "
33,New Hampshire,2017,"1,111,642   ","758,019   ","736,774   ","21,245   "
34,New Jersey,2017,"7,268,870   ","4,612,037   ","4,403,654   ","208,383   "
35,New Mexico,2017,"1,631,188   ","945,920   ","888,037   ","57,883   "
36,New York,2017,"16,187,268   ","9,834,181   ","9,378,155   ","456,026   "
37,North Carolina,2017,"7,915,483   ","4,857,716   ","4,637,616   ","220,100   "
38,North Dakota,2017,"586,554   ","414,199   ","403,390   ","10,809   "
39,Ohio,2017,"9,229,224   ","5,816,089   ","5,528,212   ","287,877   "
40,Oklahoma,2017,"2,979,475   ","1,821,114   ","1,747,790   ","73,324   "
41,Oregon,2017,"3,326,168   ","2,074,772   ","1,990,555   ","84,217   "
42,Pennsylvania,2017,"10,359,983   ","6,494,133   ","6,171,500   ","322,633   "
44,Rhode Island,2017,"881,454   ","568,518   ","543,009   ","25,509   "
45,South Carolina,2017,"3,890,648   ","2,262,949   ","2,168,104   ","94,845   "
46,South Dakota,2017,"657,240   ","455,814   ","442,052   ","13,762   "
47,Tennessee,2017,"5,274,926   ","3,187,837   ","3,068,306   ","119,531   "
48,Texas,2017,"21,137,198   ","13,477,073   ","12,890,267   ","586,806   "
49,Utah,2017,"2,258,527   ","1,555,127   ","1,506,273   ","48,854   "
50,Vermont,2017,"527,320   ","354,279   ","343,867   ","10,412   "
51,Virginia,2017,"6,613,206   ","4,326,559   ","4,169,561   ","156,998   "
53,Washington,2017,"5,848,753   ","3,734,160   ","3,560,192   ","173,968   "
54,West Virginia,2017,"1,462,883   ","783,371   ","742,563   ","40,808   "
55,Wisconsin,2017,"4,614,575   ","3,140,091   ","3,037,386   ","102,705   "
56,Wyoming,2017,"445,524   ","294,016   ","281,273   ","12,743   "
01,Alabama,2018,"3,900,125   ","2,236,161   ","2,148,823   ","87,338   "
02,Alaska,2018,"545,151   ","354,391   ","332,825   ","21,566   "
04,Arizona,2018,"5,443,624   ","3,332,845   ","3,172,940   ","159,905   "
05,Arkansas,2018,"2,316,299   ","1,341,051   ","1,292,190   ","48,861   "
06,California,2018,"30,999,521   ","19,306,520   ","18,485,264   ","821,256   "
08,Colorado,2018,"4,452,746   ","3,053,168   ","2,960,405   ","92,763   "
09,Connecticut,2018,"2,910,697   ","1,920,261   ","1,845,523   ","74,738   "
10,Delaware,2018,"772,619   ","480,508   ","462,794   ","17,714   "
11,District of Columbia,2018,"562,177   ","396,377   ","373,835   ","22,542   "
12,Florida,2018,"17,038,428   ","10,098,820   ","9,731,497   ","367,323   "
13,Georgia,2018,"8,082,037   ","5,111,210   ","4,906,904   ","204,306   "
15,Hawaii,2018,"1,126,742   ","693,429   ","676,788   ","16,641   "
16,Idaho,2018,"1,345,228   ","862,716   ","838,047   ","24,669   "
17,Illinois,2018,"10,137,675   ","6,555,266   ","6,268,164   ","287,102   "
18,Indiana,2018,"5,216,034   ","3,383,465   ","3,267,594   ","115,871   "
19,Iowa,2018,"2,469,042   ","1,706,085   ","1,662,044   ","44,041   "
20,Kansas,2018,"2,230,452   ","1,491,449   ","1,442,061   ","49,388   "
21,Kentucky,2018,"3,494,310   ","2,047,139   ","1,960,964   ","86,175   "
22,Louisiana,2018,"3,581,391   ","2,104,001   ","2,002,596   ","101,405   "
23,Maine,2018,"1,110,970   ","700,133   ","677,922   ","22,211   "
24,Maryland,2018,"4,822,052   ","3,271,741   ","3,147,501   ","124,240   "
25,Massachusetts,2018,"5,691,188   ","3,822,146   ","3,690,050   ","132,096   "
26,Michigan,2018,"8,020,911   ","4,941,127   ","4,735,249   ","205,878   "
27,Minnesota,2018,"4,411,102   ","3,070,510   ","2,978,082   ","92,428   "
28,Mississippi,2018,"2,278,282   ","1,267,614   ","1,205,086   ","62,528   "
29,Missouri,2018,"4,781,956   ","3,042,735   ","2,944,226   ","98,509   "
30,Montana,2018,"843,880   ","534,517   ","514,655   ","19,862   "
31,Nebraska,2018,"1,481,917   ","1,033,640   ","1,003,630   ","30,010   "
32,Nevada,2018,"2,360,156   ","1,496,216   ","1,430,324   ","65,892   "
33,New Hampshire,2018,"1,119,772   ","767,834   ","747,628   ","20,206   "
34,New Jersey,2018,"7,312,178   ","4,607,436   ","4,423,016   ","184,420   "
35,New Mexico,2018,"1,639,277   ","945,923   ","899,153   ","46,770   "
36,New York,2018,"16,231,393   ","9,828,612   ","9,425,796   ","402,816   "
37,North Carolina,2018,"8,011,456   ","4,904,970   ","4,708,294   ","196,676   "
38,North Dakota,2018,"588,550   ","411,772   ","401,921   ","9,851   "
39,Ohio,2018,"9,259,955   ","5,813,596   ","5,553,722   ","259,874   "
40,Oklahoma,2018,"2,988,260   ","1,828,707   ","1,768,822   ","59,885   "
41,Oregon,2018,"3,364,784   ","2,077,786   ","1,994,207   ","83,579   "
42,Pennsylvania,2018,"10,392,477   ","6,512,770   ","6,225,638   ","287,132   "
44,Rhode Island,2018,"886,941   ","571,703   ","548,595   ","23,108   "
45,South Carolina,2018,"3,939,491   ","2,283,363   ","2,206,821   ","76,542   "
46,South Dakota,2018,"661,948   ","458,530   ","445,918   ","12,612   "
47,Tennessee,2018,"5,331,356   ","3,250,029   ","3,136,967   ","113,062   "
48,Texas,2018,"21,443,277   ","13,711,830   ","13,175,974   ","535,856   "
49,Utah,2018,"2,311,171   ","1,584,156   ","1,537,987   ","46,169   "
50,Vermont,2018,"529,668   ","354,368   ","345,517   ","8,851   "
51,Virginia,2018,"6,657,108   ","4,352,465   ","4,222,546   ","129,919   "
53,Washington,2018,"5,941,873   ","3,823,475   ","3,655,366   ","168,109   "
54,West Virginia,2018,"1,453,954   ","791,019   ","750,445   ","40,574   "
55,Wisconsin,2018,"4,640,245   ","3,126,895   ","3,032,918   ","93,977   "
56,Wyoming,2018,"445,347   ","292,718   ","280,811   ","11,907   "
01,Alabama,2019,"3,923,217   ","2,264,271   ","2,191,967   ","72,304   "
02,Alaska,2019,"544,291   ","351,494   ","331,762   ","19,732   "
04,Arizona,2019,"5,544,194   ","3,436,051   ","3,270,898   ","165,153   "
05,Arkansas,2019,"2,325,056   ","1,351,461   ","1,304,286   ","47,175   "
06,California,2019,"31,097,819   ","19,420,103   ","18,621,924   ","798,179   "
08,Colorado,2019,"4,520,514   ","3,102,912   ","3,020,213   ","82,699   "
09,Connecticut,2019,"2,914,148   ","1,933,458   ","1,864,182   ","69,276   "
10,Delaware,2019,"782,440   ","484,908   ","467,640   ","17,268   "
11,District of Columbia,2019,"563,726   ","400,977   ","378,727   ","22,250   "
12,Florida,2019,"17,246,196   ","10,256,794   ","9,923,974   ","332,820   "
13,Georgia,2019,"8,186,505   ","5,144,546   ","4,959,322   ","185,224   "
15,Hawaii,2019,"1,127,233   ","688,531   ","671,166   ","17,365   "
16,Idaho,2019,"1,380,625   ","889,241   ","863,551   ","25,690   "
17,Illinois,2019,"10,129,028   ","6,545,422   ","6,284,390   ","261,032   "
18,Indiana,2019,"5,250,138   ","3,392,605   ","3,279,990   ","112,615   "
19,Iowa,2019,"2,481,146   ","1,735,436   ","1,689,018   ","46,418   "
20,Kansas,2019,"2,237,001   ","1,502,265   ","1,454,669   ","47,596   "
21,Kentucky,2019,"3,506,204   ","2,064,040   ","1,979,478   ","84,562   "
22,Louisiana,2019,"3,580,912   ","2,097,350   ","1,999,956   ","97,394   "
23,Maine,2019,"1,118,155   ","697,749   ","677,602   ","20,147   "
24,Maryland,2019,"4,844,738   ","3,334,413   ","3,221,709   ","112,704   "
25,Massachusetts,2019,"5,722,693   ","3,847,203   ","3,730,081   ","117,122   "
26,Michigan,2019,"8,040,193   ","4,974,522   ","4,771,493   ","203,029   "
27,Minnesota,2019,"4,445,628   ","3,105,101   ","3,002,700   ","102,401   "
28,Mississippi,2019,"2,277,859   ","1,279,171   ","1,208,957   ","70,214   "
29,Missouri,2019,"4,801,377   ","3,068,482   ","2,969,069   ","99,413   "
30,Montana,2019,"852,741   ","542,875   ","523,844   ","19,031   "
31,Nebraska,2019,"1,491,615   ","1,049,093   ","1,016,556   ","32,537   "
